PN,PS,DN,DS
15,34,3,8
8,1,1,1
7,10,1,3
1,1,2,0
3,7,2,0
3,2,0,0
1,3,2,0
8,2,1,1
8,1,0,1
5,7,0,3
1,0,1,0
1,0,1,1
14,22,2,2
3,6,1,1
12,7,0,0
12,2,1,5
8,7,1,1
32,16,8,5
1,5,2,1
8,14,0,3
4,7,20,20
6,9,4,4
0,0,2,0
6,7,2,4
9,8,0,0
7,2,2,3
23,14,8,6
27,24,2,8
7,7,2,3
42,32,4,5
8,9,2,6
72,101,10,24
7,14,1,2
42,21,4,4
8,7,0,0
9,1,0,0
4,2,0,0
4,2,0,2
0,0,2,1
3,2,3,1
0,1,0,0
1,1,0,0
2,1,1,0
16,18,1,7
4,8,0,1
4,3,2,0
0,2,2,0
5,27,2,8
8,3,1,0
19,11,3,4
17,9,1,0
115,47,33,19
9,12,1,2
17,8,3,1
11,9,1,2
8,12,0,10
7,2,1,2
11,9,2,3
19,19,3,4
4,11,0,5
13,2,4,2
19,10,0,0
8,2,1,0
7,14,0,6
12,12,1,5
3,3,0,0
5,1,1,0
0,2,0,0
12,4,21,12
10,6,1,5
19,16,6,4
38,22,7,12
15,7,1,0
8,2,0,0
3,7,0,2
16,8,2,2
9,4,0,0
13,8,2,0
5,10,0,0
0,2,0,0
3,3,0,2
11,14,1,2
19,16,5,8
16,8,1,1
58,26,10,11
28,7,2,0
64,24,8,1
16,7,4,1
11,5,4,0
19,8,4,2
34,18,7,7
18,6,3,4
18,13,2,6
12,6,1,2
13,7,1,2
22,12,5,7
3,7,0,1
19,9,1,1
8,9,0,2
8,1,2,4
6,20,0,3
10,1,2,1
1,2,0,1
7,7,1,0
3,4,4,3
46,22,10,6
14,3,2,1
22,10,2,4
20,16,2,1
2,6,0,2
6,10,0,3
16,13,3,1
9,10,3,5
6,3,2,1
27,10,5,5
10,5,1,0
18,10,1,1
15,4,1,0
14,21,1,7
11,5,2,2
2,11,0,0
15,5,0,1
15,8,7,3
3,1,2,2
5,0,8,1
16,9,3,1
4,4,3,3
8,5,3,4
22,24,3,6
20,14,2,2
8,4,1,2
5,4,1,0
9,4,2,3
4,2,0,2
26,10,11,5
11,6,0,3
28,11,4,1
11,12,4,5
34,41,2,10
2,2,0,0
3,5,0,0
16,15,7,2
10,11,1,4
1,4,0,1
1,0,0,0
8,7,1,2
3,15,1,3
12,8,2,4
2,0,1,0
2,4,3,3
11,9,0,4
11,25,2,2
15,13,1,2
22,15,2,3
14,11,5,4
12,11,0,8
18,4,2,4
7,5,0,0
11,11,0,3
22,24,4,2
8,10,1,2
1,1,0,0
12,11,1,4
6,4,4,2
4,9,0,2
17,21,0,7
10,10,0,2
2,0,0,0
24,22,2,12
4,9,1,3
3,6,1,2
7,3,0,0
6,5,2,0
3,1,0,0
3,2,1,1
3,2,0,0
3,0,0,0
8,6,2,3
2,2,0,0
33,23,23,9
1,2,0,0
23,20,7,1
28,9,2,1
13,8,1,0
6,3,1,1
7,10,6,3
2,3,0,1
3,7,0,1
10,20,0,4
21,14,4,6
6,4,1,3
7,3,0,1
3,6,0,1
6,5,1,0
26,15,6,9
12,4,0,4
36,20,7,6
9,8,3,3
12,7,3,4
0,3,0,1
7,5,2,3
2,7,1,2
0,2,0,1
8,2,0,2
3,2,0,0
6,4,0,1
12,13,2,2
9,1,3,0
5,10,0,2
5,3,1,1
16,11,1,4
3,3,1,5
10,7,1,1
4,1,0,1
7,6,0,3
24,7,0,2
21,10,4,2
11,3,7,2
9,5,1,1
18,3,2,1
3,1,1,0
3,6,0,0
3,3,2,2
1,3,0,0
5,2,1,0
3,4,1,2
6,2,0,2
27,48,3,12
21,32,3,4
1,4,0,3
14,13,0,4
9,6,1,6
1,2,0,2
4,3,0,0
4,1,1,0
6,17,2,4
6,5,0,3
7,8,0,0
2,2,0,0
3,0,3,0
5,4,0,1
1,1,0,1
6,4,1,2
5,7,1,2
14,10,0,4
17,3,3,7
4,3,1,2
72,39,8,17
14,11,1,1
0,1,0,0
5,3,0,2
4,4,0,1
0,1,0,0
2,1,1,1
4,6,0,0
51,26,7,9
2,3,0,3
17,14,2,6
1,2,0,0
15,18,5,4
10,3,0,2
6,6,1,0
3,7,0,3
7,6,1,2
3,4,0,0
5,2,1,2
10,0,0,1
0,0,1,1
39,23,7,3
2,1,1,0
3,1,2,1
5,3,0,3
0,2,0,1
35,12,5,6
1,8,0,2
4,0,0,1
5,3,1,1
2,2,0,0
2,0,0,0
5,1,0,1
8,8,2,3
5,3,0,3
7,4,1,1
6,2,0,2
5,5,0,1
3,2,0,1
21,7,1,1
8,7,0,1
5,5,0,0
1,0,0,0
41,35,1,7
2,3,0,1
13,10,5,4
4,3,0,0
9,3,0,1
5,6,0,2
4,6,1,0
5,2,2,3
1,3,0,0
3,1,4,0
4,2,0,4
7,1,0,2
12,11,2,2
0,4,0,1
7,8,3,2
11,8,4,1
4,1,1,2
8,6,0,1
15,10,0,2
4,3,5,1
1,4,0,0
18,8,2,2
2,1,1,1
4,1,3,1
2,3,0,1
20,5,7,0
8,19,0,4
13,5,1,0
24,30,1,4
1,1,0,0
6,9,1,0
13,13,0,2
15,11,1,1
7,13,0,3
20,11,0,2
3,4,0,2
3,1,0,1
5,1,1,0
9,4,0,0
6,8,3,1
2,2,0,1
6,5,0,0
5,1,0,1
20,19,1,5
7,17,1,3
7,6,3,3
10,10,0,1
4,2,0,0
2,1,0,2
5,5,0,1
3,2,0,1
0,1,0,2
12,2,3,0
4,1,0,0
11,4,0,1
7,2,0,2
7,2,1,0
6,4,0,1
2,6,2,0
6,7,0,1
55,51,5,8
6,4,2,0
3,3,0,0
1,1,0,1
0,1,0,0
2,5,1,1
10,6,5,1
6,1,4,1
9,6,1,2
5,5,0,2
11,8,1,1
5,0,0,0
2,1,0,0
3,3,0,0
2,2,0,0
4,2,2,0
5,2,2,4
7,6,1,1
0,1,1,0
7,2,1,0
5,2,1,1
5,7,1,0
24,5,7,2
4,3,0,0
3,0,0,0
1,2,0,0
5,1,2,1
7,2,1,1
4,1,1,0
2,4,0,0
19,9,6,5
12,6,0,0
20,10,2,1
6,7,0,0
5,3,0,0
16,9,2,1
27,13,4,9
17,6,1,0
11,6,4,2
3,5,0,2
4,5,0,1
5,2,3,2
18,8,1,2
0,4,0,0
2,4,0,0
3,6,2,1
5,8,0,2
2,1,0,2
4,4,0,2
7,3,1,3
3,6,1,0
15,8,1,2
4,14,0,3
0,1,0,0
7,0,2,0
11,9,1,3
20,7,1,1
2,4,0,2
16,15,6,4
7,4,0,1
1,5,0,0
17,10,2,2
18,20,2,3
5,13,0,4
15,10,2,2
10,10,0,1
5,2,0,1
1,4,1,1
9,6,0,1
0,1,0,0
5,3,1,2
8,7,0,2
8,2,2,3
8,7,0,2
4,7,0,2
5,4,2,0
12,10,3,3
8,7,0,1
8,5,1,0
7,6,1,0
26,26,5,4
0,1,0,0
8,6,2,0
1,2,1,0
24,13,4,2
5,6,4,1
3,7,1,2
4,7,1,2
3,2,2,1
60,46,6,10
2,1,0,0
23,10,4,1
12,4,1,3
0,1,0,1
20,10,2,5
8,3,0,2
2,5,0,1
16,3,1,1
0,1,0,1
0,1,0,0
7,3,0,1
1,5,0,1
0,1,0,0
11,25,0,9
0,1,0,0
9,2,2,5
12,8,2,0
3,8,0,1
5,0,0,2
2,4,0,0
5,2,0,1
4,3,3,0
13,6,3,2
5,3,0,0
6,4,0,1
18,12,3,1
31,20,4,4
11,7,4,0
11,11,1,2
12,8,1,1
21,15,0,2
13,7,5,5
6,5,3,0
4,1,0,5
4,2,0,1
1,5,0,0
2,1,0,1
6,6,0,1
2,2,0,3
17,5,0,1
0,2,0,0
125,49,14,18
3,1,2,2
8,10,3,1
4,2,1,0
1,4,0,1
66,51,6,10
0,1,1,0
14,16,2,6
6,0,3,3
4,8,0,1
10,3,0,1
9,5,1,1
2,0,0,0
8,14,1,2
1,0,0,1
2,5,0,3
7,3,1,0
7,3,1,0
15,17,2,5
13,15,1,1
6,4,1,1
11,3,0,2
33,28,2,7
2,3,1,0
17,12,3,2
8,4,1,0
25,30,2,7
6,2,0,0
22,15,1,4
7,5,2,0
5,3,1,0
6,4,2,0
10,5,1,0
16,14,6,5
7,2,0,1
3,8,0,0
32,17,5,6
19,4,1,1
8,17,1,1
47,32,4,12
2,0,0,0
11,6,2,2
1,2,4,3
6,4,0,0
7,1,4,0
15,12,0,2
14,9,4,3
5,5,2,4
11,22,0,5
5,2,0,0
2,6,1,2
4,1,0,0
2,0,0,1
15,12,4,2
1,4,0,1
12,13,1,4
19,19,1,7
17,8,1,2
18,13,6,3
8,11,3,3
13,14,2,4
10,5,1,2
8,1,3,2
8,8,1,2
5,5,0,1
104,47,23,12
16,9,1,0
8,10,5,5
9,11,2,1
21,25,3,3
3,3,0,0
35,31,4,4
48,27,13,8
0,7,0,0
10,3,0,0
30,45,3,8
6,0,0,0
9,8,1,6
20,26,8,9
5,1,3,1
15,32,6,8
13,9,2,3
3,2,0,2
22,10,1,2
9,28,1,8
4,10,1,0
1,3,0,0
7,2,2,3
4,5,2,1
2,1,1,0
0,1,5,13
4,3,1,1
5,0,0,1
4,1,3,1
1,5,0,0
7,7,1,1
13,4,1,0
7,7,4,1
24,12,3,4
17,16,1,3
49,25,7,5
19,17,9,5
29,17,4,2
20,17,3,2
24,15,3,3
1,2,2,1
8,7,0,2
4,10,1,2
9,12,3,0
10,3,3,1
2,6,0,0
1,4,0,2
7,9,3,3
47,33,13,8
2,0,2,5
16,5,1,1
6,7,1,2
1,8,0,2
19,18,6,4
13,7,1,1
0,1,1,1
5,3,1,5
11,9,1,4
9,7,2,4
3,8,0,1
8,2,2,0
16,24,3,7
14,6,5,1
7,10,2,0
2,6,0,1
16,8,5,4
5,9,6,6
11,1,1,2
3,5,0,0
20,13,2,3
7,3,3,4
4,4,13,3
0,1,20,6
55,50,3,12
53,36,7,12
6,3,0,3
15,8,8,4
22,9,4,6
22,32,3,14
19,14,3,3
20,24,11,11
26,8,3,5
1,11,1,0
44,18,9,12
10,10,1,2
3,5,2,1
20,6,1,3
4,3,2,0
6,3,1,2
15,8,0,2
11,15,1,4
9,8,4,0
11,5,2,0
7,3,2,0
3,2,2,2
4,0,0,1
4,6,1,2
8,1,1,0
15,24,0,5
19,13,1,4
1,1,0,0
45,26,12,5
9,12,1,3
9,5,0,0
5,2,0,0
7,7,1,3
21,21,3,3
23,17,4,6
4,2,1,1
31,36,2,10
12,12,1,2
6,4,0,1
55,27,3,7
4,4,2,2
3,3,0,0
9,5,2,1
70,45,9,12
20,16,2,4
6,4,0,1
9,5,0,2
37,15,6,2
7,1,2,1
30,21,0,2
39,23,8,5
3,5,0,1
51,46,4,5
30,7,3,0
2,2,0,1
29,19,4,2
7,7,2,4
38,23,2,3
4,1,0,1
6,2,0,0
12,12,1,2
4,10,0,4
37,32,4,4
4,2,1,2
8,2,1,0
5,2,2,0
14,3,0,0
15,6,3,1
11,5,1,0
7,3,2,2
7,5,0,2
3,3,2,1
3,3,0,1
8,1,0,0
5,2,2,1
5,4,2,1
7,5,1,1
1,1,0,0
3,1,4,1
2,1,0,2
18,15,4,4
0,5,0,1
14,6,3,1
10,9,1,1
6,3,0,0
8,5,1,1
8,4,1,0
15,1,5,2
26,14,0,3
11,2,2,1
3,1,0,1
8,4,0,1
5,8,1,1
10,5,1,2
19,15,0,4
19,12,0,1
20,13,0,4
3,2,0,1
4,2,2,1
32,14,9,9
2,3,1,1
9,2,1,0
2,2,0,3
1,8,0,0
7,1,2,4
4,0,2,0
8,1,0,1
2,2,0,2
21,10,0,5
8,1,1,3
3,4,1,0
23,20,1,7
6,2,9,7
2,2,0,0
18,13,5,5
4,4,0,0
10,5,1,0
41,14,5,2
3,2,0,1
8,13,2,9
6,2,1,0
0,1,1,0
12,16,3,3
0,1,0,0
2,10,1,1
1,1,0,1
3,3,1,1
11,7,1,1
2,2,0,1
4,3,1,1
6,6,2,0
7,4,3,1
4,1,0,0
1,1,0,0
1,0,0,1
1,1,0,0
41,21,8,6
8,3,0,2
1,3,0,3
3,0,17,3
3,9,0,6
16,7,1,1
13,13,2,5
2,9,0,0
9,7,1,3
28,19,1,5
19,17,6,3
4,2,3,3
6,8,1,2
6,3,3,0
8,2,2,1
21,30,1,7
8,5,1,0
22,6,2,2
5,2,0,2
4,1,0,2
3,11,0,2
13,6,3,2
2,2,0,0
14,8,0,0
5,16,2,1
9,4,1,0
9,2,0,1
15,5,1,0
12,10,0,1
3,3,1,2
12,12,1,2
1,2,0,0
7,6,1,3
0,2,0,1
14,11,0,1
8,3,0,3
5,5,30,21
7,7,2,2
9,8,1,1
12,10,0,0
12,18,0,2
2,3,0,1
47,26,6,1
7,4,0,0
9,6,2,0
6,4,1,1
10,16,0,1
16,8,1,1
6,3,0,1
20,23,5,8
5,3,5,5
52,11,9,7
0,0,3,0
3,4,0,0
5,7,1,3
4,3,0,2
5,2,2,0
8,3,3,4
36,15,3,6
7,4,3,4
2,4,0,0
5,7,3,1
13,15,0,1
21,6,2,2
3,1,0,2
35,26,1,5
26,23,1,7
2,8,0,0
3,2,1,2
0,2,0,0
9,2,0,1
0,3,0,0
14,9,2,6
8,6,0,2
6,5,0,2
3,8,0,2
38,31,0,8
4,2,0,0
5,2,1,2
3,3,0,0
49,34,7,11
1,3,0,1
9,7,2,5
63,34,10,7
12,4,2,1
44,43,3,4
12,10,1,4
0,4,0,1
16,9,4,5
4,3,1,4
5,13,1,4
7,18,0,2
64,32,23,4
18,13,1,2
6,6,0,1
12,0,0,0
7,9,0,0
4,0,0,0
35,14,5,1
7,4,0,0
2,4,0,0
14,4,3,1
18,13,1,1
6,9,0,6
8,8,1,0
7,4,0,0
11,8,1,1
3,0,0,0
1,2,0,0
17,6,3,1
1,6,0,2
2,4,3,0
20,31,1,7
7,4,0,2
0,0,9,7
0,0,3,2
1,5,0,0
6,4,1,0
8,2,3,4
10,6,1,1
3,10,0,4
10,7,3,3
21,13,3,3
2,1,1,1
1,5,0,3
5,15,1,0
3,4,2,1
5,9,0,0
25,23,2,8
7,5,0,0
24,10,2,3
27,12,5,2
4,0,1,0
2,4,0,3
14,11,0,4
6,2,0,0
10,5,1,1
12,13,0,3
8,6,1,3
14,20,2,3
10,2,0,1
6,5,0,0
3,1,1,0
12,2,2,3
62,58,11,14
7,3,0,0
10,16,0,1
16,22,2,7
5,4,0,3
1,0,1,1
19,4,6,2
6,6,1,1
7,8,0,4
9,5,1,1
16,5,7,2
14,5,3,2
28,24,2,10
28,10,4,3
5,7,1,1
4,7,1,0
2,5,1,0
4,8,1,3
8,3,0,1
5,2,1,2
21,9,5,4
14,6,5,0
0,0,1,0
41,26,14,10
15,13,1,5
2,5,1,0
11,8,1,1
8,10,0,2
7,2,0,0
5,8,0,1
5,6,3,1
3,4,4,1
1,2,1,0
7,8,0,1
6,9,6,2
13,5,2,3
30,16,0,7
6,12,0,3
17,14,1,1
11,11,1,0
47,25,5,9
2,4,1,0
11,5,0,2
0,3,0,0
4,11,1,4
4,2,0,1
4,2,0,0
19,12,3,4
8,4,1,3
2,4,1,0
4,2,0,0
3,5,1,1
10,8,2,2
2,8,0,1
13,2,3,1
6,1,1,1
8,6,0,1
8,4,1,1
6,5,0,2
7,15,0,5
1,0,0,1
25,26,6,5
13,2,3,1
15,12,0,2
16,3,6,6
7,3,1,2
10,11,5,3
7,4,3,1
13,6,4,3
14,6,1,1
3,3,0,0
29,41,4,7
10,3,0,1
7,4,0,1
11,5,0,3
9,4,0,0
32,24,4,8
4,4,0,4
10,12,0,3
7,10,2,2
14,7,1,2
33,18,2,7
4,4,0,0
14,6,2,4
11,18,4,3
18,9,0,2
21,12,2,4
3,3,0,1
5,6,5,9
4,7,1,1
2,2,0,0
7,2,2,2
93,50,13,7
16,12,2,2
1,5,0,0
13,7,3,1
21,16,7,8
7,2,0,0
5,0,1,1
6,3,1,3
3,1,1,2
0,0,0,1
33,15,9,2
1,6,0,0
9,15,3,2
2,8,0,2
4,1,0,2
10,9,0,3
7,7,0,1
19,12,0,1
11,3,7,0
7,2,0,1
23,21,4,1
2,2,1,0
8,7,0,3
7,2,2,0
4,4,0,0
6,7,2,0
8,3,1,3
2,12,0,1
2,1,0,0
16,2,7,0
31,25,5,6
10,27,1,8
9,7,1,1
11,5,2,1
58,46,4,10
4,3,4,3
39,31,10,12
38,20,8,8
1,0,0,1
6,4,1,3
5,6,3,1
53,42,9,9
2,0,0,0
24,24,7,7
2,0,0,0
18,25,2,5
4,3,1,3
23,8,1,1
7,14,0,4
1,4,0,0
46,24,12,5
8,8,3,0
1,5,0,1
8,7,0,2
4,14,0,2
7,8,1,2
35,28,3,8
42,19,5,6
0,3,0,1
19,15,2,3
3,3,0,0
30,29,0,5
23,16,5,3
3,2,0,0
4,5,3,3
6,6,1,1
1,0,0,1
21,10,1,4
10,4,7,5
10,4,2,2
9,7,1,0
13,8,1,1
13,4,2,2
11,6,0,0
14,6,4,1
4,1,1,2
15,4,1,0
13,4,7,4
17,2,4,2
11,6,3,1
15,9,6,0
2,2,4,1
6,12,3,3
6,4,0,1
4,1,0,0
6,3,0,1
6,8,0,2
2,7,0,1
36,39,1,7
17,18,3,4
2,7,0,0
4,6,2,1
3,2,0,0
43,20,6,2
5,17,1,2
5,8,1,1
18,9,2,10
15,6,2,1
2,4,1,0
3,2,0,0
18,13,2,2
4,9,0,2
3,8,0,1
11,4,1,4
3,4,0,3
16,17,1,3
3,8,0,2
6,3,1,1
1,10,0,0
2,11,2,2
5,10,0,1
3,8,0,1
7,3,1,2
2,4,2,2
11,11,1,7
18,8,1,2
10,7,2,1
1,0,0,4
20,11,4,3
12,12,4,4
2,6,0,3
10,9,6,2
3,4,0,0
34,10,7,3
8,2,4,0
15,9,2,8
2,9,0,2
14,11,1,1
12,22,1,5
7,5,0,2
4,4,1,1
6,7,2,2
6,2,0,4
2,4,0,0
12,7,0,6
4,7,1,4
4,4,4,2
7,5,0,4
7,4,1,1
9,2,0,1
0,1,0,0
16,12,1,5
1,10,0,5
20,13,2,2
11,3,1,1
13,3,3,1
10,3,1,1
11,6,2,3
1,2,0,1
21,13,2,1
12,7,0,9
11,1,3,5
10,44,2,9
9,11,4,2
2,2,16,14
13,15,3,3
9,5,0,0
5,12,1,4
4,2,0,2
6,4,1,0
8,5,2,4
17,4,4,4
6,22,0,8
1,1,0,0
10,2,1,0
6,4,0,3
32,19,4,3
7,6,0,1
10,15,1,3
4,6,0,0
14,10,3,5
15,4,1,0
2,2,1,1
5,9,1,2
7,3,0,0
3,6,2,0
5,6,0,2
3,4,1,1
6,6,0,1
17,25,1,8
9,12,3,0
9,7,0,2
4,2,1,3
0,2,0,2
10,11,1,2
8,8,0,1
5,5,0,1
4,4,0,1
12,21,0,7
8,6,1,1
14,10,2,5
72,30,9,9
5,2,0,1
47,23,6,11
8,9,2,2
2,8,0,1
59,44,6,9
14,16,3,0
4,6,1,0
15,21,3,5
4,1,0,3
6,7,1,5
59,23,9,15
25,13,2,4
15,16,0,3
2,6,0,0
31,17,4,1
1,5,1,3
9,8,1,9
6,2,1,2
15,17,2,3
12,4,1,2
12,12,7,10
22,21,13,17
33,39,3,5
25,2,4,0
6,4,2,1
6,5,0,1
6,13,4,5
0,3,0,0
24,14,4,5
33,22,5,8
10,25,0,8
12,28,1,5
7,5,0,2
9,12,0,4
41,50,0,1
19,11,3,3
2,5,3,3
1,10,3,5
4,2,3,0
41,35,10,10
1,0,0,0
9,3,3,2
11,7,0,0
0,0,9,0
0,0,3,2
18,7,1,1
7,3,2,1
14,11,4,2
16,34,1,6
17,33,5,9
6,16,0,2
7,12,1,2
0,1,2,1
3,6,0,0
11,1,2,1
15,19,2,3
48,31,10,7
12,8,6,11
14,11,4,7
14,22,1,3
64,50,26,20
5,2,1,0
63,77,1,9
9,4,1,4
20,7,1,2
6,8,1,1
8,4,1,0
6,6,1,1
1,1,0,0
21,8,4,1
23,19,10,12
15,17,2,3
5,2,0,1
47,19,5,6
0,3,0,1
5,14,3,1
16,30,4,5
11,7,1,0
6,4,1,4
10,5,0,1
4,3,1,3
10,2,0,1
1,2,1,1
5,6,0,1
44,44,1,9
10,9,4,0
12,9,2,2
9,5,3,4
8,10,1,1
25,20,2,5
12,15,1,1
1,13,0,2
10,5,2,1
8,4,1,2
7,18,1,10
0,1,0,0
18,7,0,4
0,2,0,1
16,18,2,1
4,4,0,3
11,3,1,0
7,8,1,0
20,25,2,1
16,9,4,5
14,7,5,2
3,15,0,6
5,8,0,0
48,30,9,6
2,9,0,4
46,34,9,8
1,1,0,1
11,7,2,2
3,2,0,2
12,11,5,2
5,5,3,1
18,27,2,4
28,41,3,12
15,42,2,12
8,4,6,1
13,10,2,2
5,2,1,0
24,8,1,5
6,6,1,0
4,0,5,1
5,4,2,1
20,17,1,5
15,51,1,10
2,6,1,0
11,5,3,1
12,11,3,6
6,5,3,0
2,3,0,0
10,8,1,3
60,23,24,16
8,2,1,5
15,9,0,1
13,20,6,5
6,5,3,0
6,4,1,3
0,4,0,0
5,12,2,4
0,0,2,0
2,15,1,3
23,22,2,7
32,21,4,6
33,18,1,3
3,6,0,1
5,2,0,2
15,8,1,3
5,11,1,5
1,8,0,1
13,15,3,3
13,13,2,0
14,14,4,7
9,18,0,1
23,15,6,2
2,11,0,5
3,6,2,1
5,5,0,4
2,6,0,3
7,7,2,0
8,8,1,3
31,12,3,8
6,2,2,0
1,13,0,2
9,10,3,2
5,8,0,0
15,17,4,2
6,4,1,2
6,4,1,1
6,2,2,2
3,4,0,3
17,14,5,2
0,0,1,1
5,3,3,2
0,0,1,0
7,4,0,1
12,5,1,0
6,7,0,1
21,14,0,3
28,18,2,3
5,4,0,1
6,8,2,4
3,4,1,2
109,67,20,19
10,2,0,3
5,7,0,0
13,3,0,1
23,12,2,3
11,17,1,4
12,0,2,4
62,22,5,5
11,4,2,2
6,3,1,0
30,12,5,7
8,1,1,1
13,5,2,1
12,10,3,5
5,5,0,2
4,2,0,0
0,1,0,1
7,6,1,2
7,8,0,0
18,12,4,6
4,4,0,1
6,1,0,0
2,0,0,0
3,2,0,0
5,7,0,1
47,34,10,8
31,19,4,12
5,1,1,4
7,1,3,1
16,6,2,2
26,13,1,2
49,24,4,4
11,14,3,4
11,5,3,1
6,1,6,1
2,4,0,1
43,23,5,8
9,13,0,1
19,12,1,1
7,11,0,0
2,2,0,0
4,3,0,1
26,14,5,7
7,6,0,1
7,5,2,1
2,7,1,0
4,1,0,1
53,58,8,14
47,26,2,10
4,6,5,7
6,12,0,3
10,7,2,2
24,12,6,0
23,11,0,1
12,14,0,1
5,6,1,2
14,14,0,0
11,6,4,2
23,5,2,2
6,14,0,3
14,23,3,6
29,18,2,7
3,7,1,3
3,3,4,0
3,4,0,0
13,13,3,0
22,11,3,1
5,10,0,0
5,1,3,3
15,6,5,4
8,7,0,0
32,17,3,4
23,23,12,7
12,6,0,2
6,7,1,4
3,2,0,1
5,10,0,3
4,3,5,2
5,6,1,0
7,3,2,0
1,6,0,0
4,0,0,1
10,6,0,2
8,3,3,2
5,3,4,2
4,0,0,0
2,2,0,1
20,7,8,0
1,0,2,1
23,20,2,3
23,17,7,10
1,0,2,5
23,18,3,6
11,12,4,2
72,47,10,5
11,10,1,0
16,7,3,2
4,4,1,0
49,32,11,6
7,2,1,0
21,16,2,2
45,26,4,2
10,10,0,2
25,18,2,2
5,5,1,0
22,23,3,7
8,7,8,7
9,4,0,6
1,7,0,1
9,11,1,2
12,12,3,6
5,17,0,1
1,2,1,3
9,3,1,1
94,34,17,9
3,0,0,0
12,1,3,1
9,5,1,0
1,3,0,0
6,3,0,0
19,9,3,5
4,5,1,0
13,5,2,3
9,5,0,0
4,6,0,1
4,1,2,0
34,49,11,11
0,2,1,1
6,5,2,1
6,5,1,1
15,8,1,4
17,8,3,1
12,7,6,9
4,4,0,1
7,7,0,2
4,2,1,0
38,27,2,3
4,3,1,0
4,6,0,1
22,17,1,3
4,1,1,0
11,4,2,0
9,8,5,3
39,27,2,4
2,2,0,0
4,4,1,1
5,0,0,0
8,6,0,1
24,17,2,0
2,5,1,2
36,23,6,7
6,10,1,5
30,11,3,6
7,10,0,1
12,5,0,1
12,6,0,1
7,4,1,1
2,4,0,1
7,9,1,3
31,13,0,7
5,19,1,2
24,6,3,5
8,5,0,2
5,1,2,2
1,4,1,0
19,15,4,3
2,13,0,1
9,14,1,3
14,10,5,8
0,0,0,1
3,2,1,0
12,11,4,3
4,3,0,0
2,2,0,0
8,5,3,6
33,21,5,5
22,18,0,3
32,29,3,5
19,6,3,1
9,12,0,3
3,1,0,0
33,25,0,3
22,14,1,6
6,4,0,0
6,7,0,2
84,64,11,17
11,13,1,2
9,8,0,2
16,10,1,1
10,5,0,0
1,2,0,0
5,6,1,1
10,4,2,3
8,6,1,3
6,6,2,1
10,9,1,2
1,0,0,0
9,6,0,0
18,10,3,3
15,10,5,1
7,3,1,0
3,1,0,1
21,14,2,1
7,7,2,0
14,5,0,4
1,3,0,0
26,15,1,6
4,8,1,0
20,13,0,3
0,0,8,9
18,9,4,6
4,2,2,5
0,3,0,0
18,33,0,6
14,14,2,2
4,7,0,0
9,5,1,2
0,0,1,0
18,21,0,1
7,7,0,1
3,4,0,1
10,7,2,0
10,6,5,3
5,9,0,3
4,3,0,1
5,3,2,1
10,14,0,4
7,4,1,2
13,16,1,6
42,42,1,2
3,1,1,0
14,27,0,5
5,7,0,1
8,16,0,5
3,4,1,1
5,5,2,0
8,5,2,2
11,8,1,3
0,0,1,1
8,1,7,3
3,3,0,2
3,11,0,3
3,0,3,0
9,3,2,0
4,3,0,3
2,5,0,1
18,9,2,0
5,9,2,1
4,3,0,1
5,1,0,0
23,13,4,6
23,11,3,5
19,13,6,6
5,5,2,3
11,0,4,0
13,17,2,4
8,11,2,6
17,17,0,1
20,15,0,3
8,9,0,5
25,16,5,6
8,1,2,0
2,1,0,1
20,8,5,4
0,0,11,2
3,4,1,3
5,5,0,0
3,3,0,0
9,3,0,0
0,3,0,1
13,1,5,2
9,7,2,0
6,3,3,3
13,3,0,1
8,4,3,1
10,6,0,1
3,1,1,0
7,5,0,0
0,6,0,2
6,7,3,1
3,5,1,0
11,7,3,1
7,7,3,0
7,2,2,0
14,7,3,1
9,6,3,1
9,5,1,1
10,1,1,2
14,8,2,4
50,23,8,4
3,1,0,5
9,2,2,1
4,3,1,1
1,2,0,1
4,9,2,2
8,8,1,5
6,10,0,2
15,18,0,6
12,10,5,2
1,2,0,0
10,8,0,3
7,8,1,2
2,4,0,0
12,9,2,4
19,7,0,2
7,8,0,0
48,32,2,5
18,4,1,1
2,5,1,0
0,2,0,1
15,13,1,4
11,3,1,2
0,3,0,1
5,3,0,1
46,24,2,8
23,8,2,0
14,9,0,1
5,10,0,2
12,3,7,3
17,5,3,1
5,3,1,5
27,20,6,7
9,4,0,2
7,14,4,3
8,3,1,2
4,0,1,0
11,2,2,0
2,4,0,1
11,7,1,5
6,1,0,0
30,10,5,5
0,9,0,1
10,19,3,5
6,5,0,0
23,14,7,1
22,27,1,9
10,5,1,1
5,1,1,0
2,4,1,2
36,34,6,5
3,1,0,1
3,2,0,2
21,11,1,6
4,2,0,0
12,4,1,4
5,8,0,1
8,6,0,1
4,3,0,0
7,10,0,4
10,2,1,0
2,4,0,1
9,6,0,1
8,4,0,1
0,1,0,2
10,14,3,4
33,9,9,1
21,13,0,3
25,12,1,2
24,14,3,1
8,5,0,1
8,15,3,5
6,1,0,1
4,5,1,2
1,6,0,2
11,10,1,1
7,5,0,1
5,4,0,4
3,2,0,1
8,7,0,0
13,5,3,0
0,1,0,0
26,15,3,0
4,3,1,2
2,3,0,0
34,9,5,3
7,2,0,1
4,4,0,1
3,6,0,1
16,8,6,2
8,9,1,2
7,5,0,1
